PMID
32080199
31668200
37355146
33873076
31567063
25694096
25402574
28791241
38169842
28440096
37196593
36851146
32055888
27585217
31450596
31806422
31845848
28058346
28643203
28653186
34978842
27106962
32487785
34864559
28822631
28872492
33683061
27020309
28930167
36426097
25547820
25694092
25373801
26781718
27337455
29993303
26558534
25866626
27853993
27010528
32075725
26952811
27424613
27160784
38449901
28057165
26147380
31700659
36356934
31779496
28399710
25694095
37279544
28478336
37369978
28646340
32325950
25648530
27177574
33912300
25592846
30654482
31463229
28391498
27788135
27533284
26000173
28398679
35608611
26018030
26826442
29208326
35082794
25387613
25897646
39592396
38801652
27147028
39184819
35120540
25855946
38156572
30942884
36975793
34965891
36756241
25498866
33691133
26711624
35206794
30609455
33668698
31404295
30550656
29053626
34077889
29848405
26266139
26923957
39118744
31301137
25896751
39066263
38553525
28410486
29154144
30270875
31010606
33080902
35746571
35085865
22485110
27070842
27717513
25405643
32013784
36047331
35657325
26658125
32324074
34579282
30926957
35589157
38512815
27894669
26582961
27893999
24795448
37392670
36650684
35104430
33755000
30916590
34563987
31074837
37662888
32542071
25694091
33367826
32388176
30147687
32087433
29154748
31284032
33869905
28317453
26861827
37722397
29429544
35602345
32894277
28396471
27417746
25399765
36906778
39461623
25748509
26338789
28457350
28444452
27521367
25989020
39712786
25429092
26184283
33789012
40136471
26025458
27806732
34217958
33884354
26557674
28462833
30984324
29928745
36355610
33436428
33318452
28539454
27353663
27035948
27585800
31693114
24367715
25685633
27058894
26691346
35608607
25811176
26812047
25510724
32091684
25372658
25648233
36964196
27887599
25218265
25943138
28569196
26485317
29329455
26116335
36461100
33065039
28379374
25673711
18385248
28461209
28287374
37184428
28929904
35176762
32434986
32709840
30808769
27328168
25201877
27799354
36649296
32275465
27029911
28736265
27621980
26900929
35265726
27414263
27386513
31137254
34383755
34526718
37992432
38333355
36804324
20394957
26363787
26098504
35192613
29085050
27045122
25675963
27840270
32576308
23327370
30864758
28693453
28587602
27521366
31261668
32312320
31000464
33417593
34024280
28854135
28265447
28628441
39511527
26347015
32915496
29717011
31283428
33884349
29435351
36417268
26457963
27434608
36101623
28356221
32735587
30666927
28970766
25862442
27539229
27575939
40005201
27144428
30706470
30107392
30101349
30981653
30197019
26216765
28322693
26812583
30779607
33350932
26620545
34372594
32734342
26261205
25979285
32049004
28588973
25960920
25933611
32894206
30014839
30897171
28844550
30016444
30467853
27914936
29977258
29659889
28939358
32753044
30197741
26546808
28195145
33827424
28892490
31424330
38333357
33399047
26740848
32226327
30641019
29742004
26175026
30355918
29350145
32855984
32537693
26076808
23242370
29093311
25960094
26341021
27080239
29986035
32825479
26512358
30949520
39945258
26651942
28539437
29033398
40223186
27549586
30717492
29670927
28861524
29557329
28748776
27280232
34352008
32560095
35731800
27983503
26812218
29589579
25969797
37102262
30239602
27043096
33348353
26923958
22931687
27587634
31752717
25279581
27366583
27191253
38333359
25676045
26755568
27721505
32190010
29569244
26604778
30550671
32381125
26162919
32450292
26908718
25613652
33141837
38728629
29514907
35202354
26145993
30788508
38362488
28582554
27311387
28726603
28854896
33608536
27551675
27354372
37640159
31817185
31281856
26364519
25566687
27268303
27246147
32601524
32568043
29623242
26865320
26740846
27964818
35127447
38425680
29123522
26213559
25232919
27049322
25259536
25933917
26056563
27827383
31681302
25952046
29784444
27648059
25654616
29206076
29019800
26865987
25631810
25609303
37245976
39992920
26465384
34246308
29141743
26197242
36503320
30826446
25761540
27491387
26554574
27364913
26559945
26109444
34587535
25950269
28065333
31570108
26923963
38982379
25709128
31915689
25323075
26425971
25745678
30078788
26740842
25751974
26021993
27177732
26897909
26167272
28182538
26779299
32275904
29764410
28369236
27118786
27503365
25745889
25770003
32431285
32289082
37020563
27773777
26661457
40475131
40242024
39760543
25927653
26281805
31294786
25904375
28732038
29148368
21987748
26618087
25390460
28932714
27481863
30053153
21046175
25991468
25717373
26666700
36158749
25457270
25751976
25496571
26690661
30134198
27277822
25900204
30852851
26740837
27337477
25721062
27295233
25300956
25613651
26317535
34405205
26319169
30373727
33809944
28879143
28340153
38659914
28256310
27743917
36652443
25846490
28231242
34626576
37474251
30244014
29260687
26088275
26346967
25600217
32933606
28601946
31626803
30728263
38959306
28284181
31481050
29188127
26558845
25995207
25928261
37881727
29018586
35747182
27376056
27169945
25403825
31174301
25630412
38299454
36073921
31801320
38652660
30893774
38305150
26398207
29387271
28299161
28003349
31941095
36573642
37328418
31859571
28740846
26987351
27657544
26740852
35757313
35441222
25317743
30866474
26744190
25467086
27788191
33192155
32207429
30631407
38743575
27638946
32894024
27402779
27446896
39576825
30845141
26923964
32161708
30062576
39178866
30869055
26020089
29325149
26936667
35057753
25421896
39687308
33520427
21752470
25960093
28694998
26692018
28963177
25607595
33606709
38053102
26064783
25767950
26179011
34511616
28484180
25467644
26460023
25380073
25650199
26792153
25790395
27443616
29104771
27814506
28018915
28887479
31882748
30050920
38963509
25635118
30513823
25954650
26804645
29622497
26268293
26779298
28575034
26512362
27611077
36223331
29465855
30428362
32854668
31378584
28283144
38918760
39480208
26523640
27321960
20181765
26157148
38840082
29568545
27617851
26459295
30071016
27462094
27998827
26535889
28029089
35660968
27553371
27512696
31050703
31046707
34858796
38196595
31591605
29986826
35474062
29452995
25648654
26646185
40045430
27193749
30066045
37534818
27656857
30488016
33169111
34583332
30827859
25816675
30431654
32551185
26793445
26740849
25745423
27264269
35599776
29917112
32867755
36382340
39290845
27853031
31557243
27317404
25512227
29155674
29393841
32134433
35446128
26153804
24964881
28765409
26719935
39436951
27908019
26276630
26638671
38258414
31784751
26098697
27159355
31443440
27043093
27021511
25903144
31268140
25991465
31520194
36851550
35890044
25963641
37600424
28151955
25846493
34866541
25616524
31744768
33679690
26190811
39247366
27086773
25493108
28551366
27888403
27587404
34835103
33719915
34420499
26925428
37386692
34238249
35017247
38333353
26277572
32964036
28396474
28256637
29421463
38696335
36352100
37934421
27333890
37397743
27135922
40471416
28505171
28229017
25448238
29109373
28810081
27871327
27867062
27732614
29190713
37515275
31009258
34887990
36969842
17610952
32192540
28225767
28439448
39900911
28715405
38278165
36582215
31406584
38666727
30629917
33858478
25493109
39689367
37379953
26209682
31963118
40018565
36322544
25961438
33776420
32528661
27334891
32868837
28480441
27935657
30917729
26305080
31958387
25337633
30561672
27864803
27764560
25183030
35271571
26115402
27058346
28258817
29107122
26900129
25649411
40038795
31928158
38674337
26125997
40268932
29058968
25692204
27688219
26541219
27928085
38333358
30629918
27902714
26258077
38020355
26423938
39394249
38624820
29593102
31507254
28937795
29304039
26521701
28885970
25914860
27001797
32463974
30342859
31395373
34055977
33428961
39438890
29071473
26633305
30566466
32665049
26516244
28420487
36162724
26835796
26725449
39495749
34433096
32004132
26055098
38713593
26091036
28573609
27190508
39186506
27898018
26740838
34749265
28991915
26223324
27468829
40375337
27955791
27939819
34919035
26711035
39252914
28977500
27782349
33352786
34593588
36986432
27659453
28167539
34883237
34865173
26053010
30813456
28640889
36293703
28768904
37531047
27651412
26886522
26123936
26597659
31690844
31402965
27434164
27818362
26107529
26200735
26464285
30224832
31420718
26325519
32812679
26668785
39156078
40291761
27997940
34243704
27914832
31788533
27093560
34242218
28879118
36312211
31237180
26051281
33095771
30138407
26694834
31120603
28042619
27463979
31492782
31138743
40125488
26678568
29161826
38981161
36263398
29161839
25957964
40303775
38028078
30550649
29439682
27688716
26510633
16501083
26788546
33806942
32807807
28371810
26946569
29133569
25960926
34112056
31874716
28011610
25880111
39559990
34663370
36091016
31018522
35110410
28929318
25582011
25901721
35313715
30811388
38372893
26465225
28437843
30741629
39988028
40068928
31497947
25205389
25398785
30590508
26141211
25874579
34860831
31993475
26457078
30827277
36599498
29933717
30468131
25578284
37532462
25455986
30307686
38240249
27146443
28396470
26437961
31958388
26036821
28166851
28457226
35138912
28761574
36197875
26465681
29410863
27651977
32201623
25782527
26180954
28376997
33430949
35218930
27917377
29625392
24738640
28396468
28484178
31177274
32128327
28446173
31000465
32566394
26402165
26402165
37896854
29202055
27428069
37231435
29405115
35588755
38929691
29527297
38782464
36146524
34379503
35269770
29361403
26681387
26814608
31454374
25818532
28152326
29291209
27016507
34064424
28822816
39203952
27676206
29566079
26735991
28723900
26940989
40046245
33255243
32956374
30786763
35639875
26029377
34916862
35449727
31414699
26426036
25522493
25679247
30733561
25647119
28197401
33451007
32475805
26213248
27263758
29529284
27337474
33846610
36379378
35062347
26596227
27089474
30843627
26889683
30567559
28202592
26837849
26271314
28192056
25650201
27869596
35255093
28771956
37559741
29774864
27142203
28389867
37229294
25790522
33621316
36560788
28459838
30212037
33529237
36525443
27386424
30124406
29299536
36332065
25885772
25522495
32059794
26890176
36462575
30202878
26849135
27704472
27622002
25852754
26690042
25291835
31979026
30685246
38240994
26287303
25561564
33269402
28722621
26558690
31689981
28628619
32320725
29116224
36048780
25365183
27939106
36946725
35862204
26607790
31912627
37170900
26311869
27581733
25232832
39006926
38463383
32595045
29125394
28348606
32218876
26831931
27223296
26196353
26735992
27739026
29631599
26625118
32654261
27902321
34745452
40256529
30845203
22558378
33970390
27766760
27244552
34029352
25957961
25203368
25635120
34763704
25845607
26959413
35023100
28518019
27078187
29248587
35762519
26963227
40237321
35748085
30799252
25373029
39558388
32625555
29800941
30321368
28159068
26776973
25348431
30047375
28721309
32129478
27031961
26766162
27571900
28606192
26811984
26277570
