DrugBankID,DrugName,Type,Groups,GeneSymbol,Action
DB00001,Lepirudin,biotech,approved|withdrawn,F2,inhibitor
DB00002,Cetuximab,biotech,approved,EGFR,binder
DB00002,Cetuximab,biotech,approved,FCGR3B,binder
DB00002,Cetuximab,biotech,approved,C1QA,binder
DB00002,Cetuximab,biotech,approved,C1QB,binder
DB00002,Cetuximab,biotech,approved,C1QC,binder
DB00002,Cetuximab,biotech,approved,FCGR3A,binder
DB00002,Cetuximab,biotech,approved,FCGR1A,binder
DB00002,Cetuximab,biotech,approved,FCGR2A,binder
DB00004,Denileukin diftitox,biotech,approved|investigational,IL2RA,binder
DB00004,Denileukin diftitox,biotech,approved|investigational,IL2RB,agonist
DB00004,Denileukin diftitox,biotech,approved|investigational,IL2RG,
DB00005,Etanercept,biotech,approved|investigational,TNF,inhibitor
DB00005,Etanercept,biotech,approved|investigational,TNF,antibody
DB00005,Etanercept,biotech,approved|investigational,LTA,antibody
DB00005,Etanercept,biotech,approved|investigational,FCGR1A,ligand
DB00005,Etanercept,biotech,approved|investigational,FCGR2A,ligand
DB00005,Etanercept,biotech,approved|investigational,FCGR2B,ligand
DB00005,Etanercept,biotech,approved|investigational,FCGR2C,ligand
DB00005,Etanercept,biotech,approved|investigational,FCGR3A,ligand
DB00005,Etanercept,biotech,approved|investigational,FCGR3B,ligand
DB00005,Etanercept,biotech,approved|investigational,C1QA,ligand
DB00006,Bivalirudin,small molecule,approved|investigational,F2,inhibitor
DB00007,Leuprolide,small molecule,approved|investigational,GNRHR,agonist
DB00008,Peginterferon alfa-2a,biotech,approved|investigational,IFNAR2,agonist
DB00008,Peginterferon alfa-2a,biotech,approved|investigational,IFNAR1,agonist
DB00009,Alteplase,biotech,approved|investigational,PLG,activator
DB00009,Alteplase,biotech,approved|investigational,FGA,binder
DB00009,Alteplase,biotech,approved|investigational,FGG,binder
DB00009,Alteplase,biotech,approved|investigational,SERPINE1,
DB00010,Sermorelin,biotech,approved|withdrawn,GHRHR,agonist
DB00011,Interferon alfa-n1,biotech,approved|investigational,IFNAR1,agonist
DB00011,Interferon alfa-n1,biotech,approved|investigational,IFNAR2,agonist
DB00012,Darbepoetin alfa,biotech,approved|investigational,EPOR,agonist
DB00013,Urokinase,biotech,approved|investigational|withdrawn,PLG,activator
DB00013,Urokinase,biotech,approved|investigational|withdrawn,PLAUR,inducer
DB00013,Urokinase,biotech,approved|investigational|withdrawn,PLAUR,modulator
DB00013,Urokinase,biotech,approved|investigational|withdrawn,SERPINE1,substrate
DB00013,Urokinase,biotech,approved|investigational|withdrawn,SERPINE1,inducer
DB00013,Urokinase,biotech,approved|investigational|withdrawn,SERPINB2,substrate
DB00013,Urokinase,biotech,approved|investigational|withdrawn,SERPINB2,inducer
DB00013,Urokinase,biotech,approved|investigational|withdrawn,SERPINA5,substrate
DB00013,Urokinase,biotech,approved|investigational|withdrawn,LRP2,substrate
DB00013,Urokinase,biotech,approved|investigational|withdrawn,ST14,substrate
DB00013,Urokinase,biotech,approved|investigational|withdrawn,NID1,ligand
DB00014,Goserelin,small molecule,approved,LHCGR,agonist
DB00014,Goserelin,small molecule,approved,GNRHR,agonist
DB00015,Reteplase,biotech,approved|investigational,PLG,activator
DB00015,Reteplase,biotech,approved|investigational,FGA,
DB00015,Reteplase,biotech,approved|investigational,SERPINE1,
DB00016,Erythropoietin,biotech,approved,EPOR,agonist
DB00017,Salmon calcitonin,biotech,approved|investigational,CALCR,agonist
DB00018,Interferon alfa-n3,biotech,approved|investigational,IFNAR1,agonist
DB00018,Interferon alfa-n3,biotech,approved|investigational,IFNAR2,agonist
DB00019,Pegfilgrastim,biotech,approved,CSF3R,agonist
DB00020,Sargramostim,biotech,approved|investigational,CSF2RA,agonist
DB00020,Sargramostim,biotech,approved|investigational,IL3RA,agonist
DB00020,Sargramostim,biotech,approved|investigational,CSF2RB,agonist
DB00020,Sargramostim,biotech,approved|investigational,SDC2,agonist
DB00020,Sargramostim,biotech,approved|investigational,PRG2,
DB00022,Peginterferon alfa-2b,biotech,approved,IFNAR1,agonist
DB00022,Peginterferon alfa-2b,biotech,approved,IFNAR2,agonist
DB00024,Thyrotropin alfa,biotech,approved|vet_approved,TSHR,agonist
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,F10,activator
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,F9,cofactor
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,VWF,binder
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,PHYH,antagonist
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,ASGR2,binder
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,HSPA5,chaperone
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,CALR,chaperone
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,CANX,chaperone
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,LMAN1,chaperone
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,LRP1,modulator
DB00025,"Antihemophilic factor, human recombinant",biotech,approved|investigational,MCFD2,modulator
DB00026,Anakinra,biotech,approved|investigational,IL1R1,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR1A,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR1B,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR2A,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR2B,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR2C,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR3A,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,FCGR3B,antagonist
DB00028,Human immunoglobulin G,biotech,approved|investigational,C3,binder
DB00028,Human immunoglobulin G,biotech,approved|investigational,C4A,binder
DB00028,Human immunoglobulin G,biotech,approved|investigational,C4B,binder
DB00028,Human immunoglobulin G,biotech,approved|investigational,C5,binder
DB00029,Anistreplase,biotech,approved,PLG,activator
DB00029,Anistreplase,biotech,approved,FGA,
DB00029,Anistreplase,biotech,approved,SERPINE1,
DB00030,Insulin human,biotech,approved|investigational,INSR,agonist
DB00030,Insulin human,biotech,approved|investigational,IGF1R,activator
DB00030,Insulin human,biotech,approved|investigational,CPE,modulator
DB00030,Insulin human,biotech,approved|investigational,CPE,product of
DB00030,Insulin human,biotech,approved|investigational,NOV,downregulator
DB00030,Insulin human,biotech,approved|investigational,LRP2,substrate
DB00030,Insulin human,biotech,approved|investigational,IGFBP7,inhibitor
DB00030,Insulin human,biotech,approved|investigational,IGFBP7,binder
DB00031,Tenecteplase,biotech,approved,PLG,activator
DB00031,Tenecteplase,biotech,approved,FGA,
DB00031,Tenecteplase,biotech,approved,PLAUR,
DB00031,Tenecteplase,biotech,approved,SERPINE1,
DB00031,Tenecteplase,biotech,approved,SERPINB2,
DB00031,Tenecteplase,biotech,approved,CLEC3B,
DB00031,Tenecteplase,biotech,approved,KRT8,
DB00031,Tenecteplase,biotech,approved,ANXA2,
DB00031,Tenecteplase,biotech,approved,CALR,
DB00031,Tenecteplase,biotech,approved,CANX,
DB00031,Tenecteplase,biotech,approved,LRP1,
DB00032,Menotropins,biotech,approved,FSHR,binder
DB00032,Menotropins,biotech,approved,LHCGR,
DB00033,Interferon gamma-1b,biotech,approved|investigational,IFNGR1,binder
DB00033,Interferon gamma-1b,biotech,approved|investigational,IFNGR2,binder
DB00034,Interferon alfa-2a,biotech,approved|investigational,IFNAR1,
DB00034,Interferon alfa-2a,biotech,approved|investigational,IFNAR2,
DB00035,Desmopressin,small molecule,approved,AVPR2,agonist
DB00035,Desmopressin,small molecule,approved,AVPR1A,
DB00035,Desmopressin,small molecule,approved,AVPR1B,
DB00036,Coagulation factor VIIa Recombinant Human,biotech,approved,F10,
DB00036,Coagulation factor VIIa Recombinant Human,biotech,approved,F3,
DB00036,Coagulation factor VIIa Recombinant Human,biotech,approved,TFPI,
DB00036,Coagulation factor VIIa Recombinant Human,biotech,approved,GGCX,
DB00036,Coagulation factor VIIa Recombinant Human,biotech,approved,F7,
DB00038,Oprelvekin,biotech,approved|investigational,IL11RA,agonist
DB00039,Palifermin,biotech,approved,FGFR2,agonist
DB00039,Palifermin,biotech,approved,FGFR2,binder
DB00039,Palifermin,biotech,approved,FGFR1,agonist
DB00039,Palifermin,biotech,approved,HSPG2,ligand
DB00040,Glucagon,biotech,approved,GCGR,agonist
DB00040,Glucagon,biotech,approved,GLP2R,agonist
DB00040,Glucagon,biotech,approved,GLP1R,agonist
DB00041,Aldesleukin,biotech,approved,IL2RB,agonist
DB00041,Aldesleukin,biotech,approved,IL2RB,modulator
DB00041,Aldesleukin,biotech,approved,IL2RA,agonist
DB00041,Aldesleukin,biotech,approved,IL2RA,modulator
DB00041,Aldesleukin,biotech,approved,IL2RG,agonist
DB00042,Botulinum toxin type B,biotech,approved|investigational,VAMP2,binder
DB00042,Botulinum toxin type B,biotech,approved|investigational,VAMP1,binder
DB00042,Botulinum toxin type B,biotech,approved|investigational,SYT2,
DB00043,Omalizumab,biotech,approved|investigational,FCER1A,inhibitor
DB00043,Omalizumab,biotech,approved|investigational,MS4A2,inhibitor
DB00044,Lutropin alfa,biotech,approved,LHCGR,agonist
DB00045,Lyme disease vaccine (recombinant OspA),biotech,approved|withdrawn,TLR2,other/unknown
DB00046,Insulin lispro,biotech,approved,INSR,agonist
DB00046,Insulin lispro,biotech,approved,IGF1R,activator
DB00047,Insulin glargine,biotech,approved,INSR,agonist
DB00047,Insulin glargine,biotech,approved,IGF1R,activator
DB00048,Collagenase clostridium histolyticum,biotech,approved|investigational,COL1A1,binder
DB00048,Collagenase clostridium histolyticum,biotech,approved|investigational,COL2A1,binder
DB00048,Collagenase clostridium histolyticum,biotech,approved|investigational,COL3A1,binder
DB00050,Cetrorelix,small molecule,approved|investigational,GNRHR,antagonist
DB00050,Cetrorelix,small molecule,approved|investigational,LHCGR,
DB00051,Adalimumab,biotech,approved|experimental,TNF,inhibitor
DB00051,Adalimumab,biotech,approved|experimental,TNF,antibody
DB00052,Somatotropin,biotech,approved|investigational,GHR,ligand
DB00052,Somatotropin,biotech,approved|investigational,PRLR,ligand
DB00054,Abciximab,biotech,approved,ITGB3,antagonist
DB00054,Abciximab,biotech,approved,ITGA2B,antagonist
DB00054,Abciximab,biotech,approved,FCGR2A,
DB00054,Abciximab,biotech,approved,FCGR2B,
DB00054,Abciximab,biotech,approved,VTN,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,F8,inhibitor
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,F5,inhibitor
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,SERPINE1,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,THBD,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,PROS1,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,F2,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,PF4,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,SERPINA5,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,SERPINB6,
DB00055,Drotrecogin alfa,biotech,approved|investigational|withdrawn,PROCR,
DB00056,Gemtuzumab ozogamicin,biotech,approved|investigational,CD33,antibody
DB00056,Gemtuzumab ozogamicin,biotech,approved|investigational,CD33,regulator
DB00056,Gemtuzumab ozogamicin,biotech,approved|investigational,FCGR3B,
DB00056,Gemtuzumab ozogamicin,biotech,approved|investigational,FCGR3A,
DB00056,Gemtuzumab ozogamicin,biotech,approved|investigational,FCGR1A,
DB00058,Alpha-1-proteinase inhibitor,biotech,approved,ELANE,inhibitor
DB00060,Interferon beta-1a,biotech,approved|investigational,IFNAR1,agonist
DB00060,Interferon beta-1a,biotech,approved|investigational,IFNAR2,
DB00061,Pegademase,biotech,approved,GRB2,binder
DB00063,Eptifibatide,biotech,approved|investigational,ITGB3,
DB00063,Eptifibatide,biotech,approved|investigational,CACNA1B,antagonist
DB00065,Infliximab,biotech,approved,TNF,inhibitor
DB00066,Follitropin,biotech,approved,FSHR,agonist
DB00067,Vasopressin,small molecule,approved,AVPR2,agonist
DB00067,Vasopressin,small molecule,approved,AVPR2,regulator
DB00067,Vasopressin,small molecule,approved,AVPR1A,agonist
DB00067,Vasopressin,small molecule,approved,AVPR1A,regulator
DB00067,Vasopressin,small molecule,approved,AVPR1B,agonist
DB00067,Vasopressin,small molecule,approved,OXTR,agonist
DB00068,Interferon beta-1b,biotech,approved,IFNAR1,agonist
DB00068,Interferon beta-1b,biotech,approved,IFNAR2,agonist
DB00069,Interferon alfacon-1,biotech,approved|investigational,IFNAR1,binder
DB00069,Interferon alfacon-1,biotech,approved|investigational,IFNAR2,binder
DB00070,Hyaluronidase (ovine),biotech,approved|investigational,TGFB1,inhibitor
DB00071,Insulin pork,biotech,approved,INSR,binder
DB00071,Insulin pork,biotech,approved,IGF1R,
DB00072,Trastuzumab,biotech,approved|investigational,ERBB2,binder
DB00072,Trastuzumab,biotech,approved|investigational,ERBB2,antibody
DB00073,Rituximab,biotech,approved,MS4A1,antibody
DB00073,Rituximab,biotech,approved,MS4A1,regulator
DB00074,Basiliximab,biotech,approved|investigational,IL2RA,antibody
DB00074,Basiliximab,biotech,approved|investigational,IL2RB,antibody
DB00075,Muromonab,biotech,approved|investigational,CD3D,
DB00075,Muromonab,biotech,approved|investigational,CD3E,binder
DB00075,Muromonab,biotech,approved|investigational,CD3G,
DB00075,Muromonab,biotech,approved|investigational,CD247,
DB00075,Muromonab,biotech,approved|investigational,FCGR3B,
DB00078,Ibritumomab tiuxetan,biotech,approved|investigational,MS4A1,antibody
DB00078,Ibritumomab tiuxetan,biotech,approved|investigational,MS4A1,regulator
DB00081,Tositumomab,biotech,approved|investigational,MS4A1,antibody
DB00081,Tositumomab,biotech,approved|investigational,FCGR2B,
DB00082,Pegvisomant,biotech,approved,GHR,antagonist
DB00083,Botulinum toxin type A,biotech,approved|investigational,SNAP25,inhibitor
DB00083,Botulinum toxin type A,biotech,approved|investigational,RHOB,inhibitor
DB00086,Streptokinase,biotech,approved|investigational,PLG,activator
DB00086,Streptokinase,biotech,approved|investigational,F2R,activator
DB00087,Alemtuzumab,biotech,approved|investigational,CD52,antibody
DB00087,Alemtuzumab,biotech,approved|investigational,FCGR3B,binder
DB00087,Alemtuzumab,biotech,approved|investigational,FCGR3A,binder
DB00087,Alemtuzumab,biotech,approved|investigational,FCGR1A,binder
DB00087,Alemtuzumab,biotech,approved|investigational,FCGR2A,binder
DB00087,Alemtuzumab,biotech,approved|investigational,FCGR2B,binder
DB00087,Alemtuzumab,biotech,approved|investigational,FCGR2C,binder
DB00089,Capromab pendetide,biotech,approved,FOLH1,other/unknown
DB00091,Cyclosporine,small molecule,approved|investigational|vet_approved,CAMLG,binder
DB00091,Cyclosporine,small molecule,approved|investigational|vet_approved,PPP3R2,inhibitor
DB00091,Cyclosporine,small molecule,approved|investigational|vet_approved,PPIA,inhibitor
DB00091,Cyclosporine,small molecule,approved|investigational|vet_approved,PPIA,binder
DB00091,Cyclosporine,small molecule,approved|investigational|vet_approved,PPIF,binder
DB00092,Alefacept,biotech,approved|investigational|withdrawn,CD2,inhibitor
DB00092,Alefacept,biotech,approved|investigational|withdrawn,CD2,antibody
DB00092,Alefacept,biotech,approved|investigational|withdrawn,CD2,regulator
DB00092,Alefacept,biotech,approved|investigational|withdrawn,FCGR3A,
DB00092,Alefacept,biotech,approved|investigational|withdrawn,FCGR3B,
DB00093,Felypressin,biotech,experimental,AVPR1A,agonist
DB00094,Urofollitropin,biotech,approved|vet_approved,FSHR,agonist
DB00095,Efalizumab,biotech,approved|investigational|withdrawn,ITGAX,antibody
DB00095,Efalizumab,biotech,approved|investigational|withdrawn,ITGAL,antibody
DB00097,Choriogonadotropin alfa,biotech,approved,LHCGR,
DB00097,Choriogonadotropin alfa,biotech,approved,FSHR,binder
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,MR1,antagonist
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,ITGAL,
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,CD86,binder
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,FCGR2B,
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,CD4,
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,ITGB1,
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,ITGAV,
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,ITGB3,
DB00098,Antithymocyte immunoglobulin (rabbit),biotech,approved,CD1A,inhibitor
DB00099,Filgrastim,biotech,approved,CSF3R,stimulator
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,F10,activator
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,F11,ligand
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,F7,ligand
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,F8,cofactor
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,F2,
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,LRP1,
DB00100,Coagulation Factor IX (Recombinant),biotech,approved|investigational,GGCX,
DB00102,Becaplermin,biotech,approved|investigational,PDGFRB,
DB00102,Becaplermin,biotech,approved|investigational,PDGFRA,
DB00102,Becaplermin,biotech,approved|investigational,A2M,
DB00105,Interferon alfa-2b,biotech,approved,IFNAR2,binder
DB00105,Interferon alfa-2b,biotech,approved,IFNAR1,binder
DB00106,Abarelix,small molecule,approved|investigational|withdrawn,GNRHR,antagonist
DB00107,Oxytocin,biotech,approved|vet_approved,OXTR,agonist
DB00108,Natalizumab,biotech,approved|investigational,ITGA4,antibody
DB00108,Natalizumab,biotech,approved|investigational,FCGR3B,ligand
DB00108,Natalizumab,biotech,approved|investigational,FCGR1A,ligand
DB00108,Natalizumab,biotech,approved|investigational,ICAM1,ligand
DB00109,Enfuvirtide,biotech,approved|investigational,gp41,
DB00110,Palivizumab,biotech,approved|investigational,F,
DB00110,Palivizumab,biotech,approved|investigational,FCGR3B,
DB00110,Palivizumab,biotech,approved|investigational,C1R,
DB00110,Palivizumab,biotech,approved|investigational,C1QA,
DB00110,Palivizumab,biotech,approved|investigational,C1QB,
DB00110,Palivizumab,biotech,approved|investigational,C1QC,
DB00110,Palivizumab,biotech,approved|investigational,FCGR3A,
DB00110,Palivizumab,biotech,approved|investigational,FCGR1A,
DB00110,Palivizumab,biotech,approved|investigational,FCGR2B,
DB00111,Daclizumab,biotech,investigational|withdrawn,IL2RA,antibody
DB00111,Daclizumab,biotech,investigational|withdrawn,IL2RB,antibody
DB00111,Daclizumab,biotech,investigational|withdrawn,FCGR3B,
DB00111,Daclizumab,biotech,investigational|withdrawn,C1R,
DB00111,Daclizumab,biotech,investigational|withdrawn,C1QA,
DB00111,Daclizumab,biotech,investigational|withdrawn,C1QB,
DB00111,Daclizumab,biotech,investigational|withdrawn,C1QC,
DB00111,Daclizumab,biotech,investigational|withdrawn,FCGR3A,
DB00111,Daclizumab,biotech,investigational|withdrawn,FCGR1A,
DB00111,Daclizumab,biotech,investigational|withdrawn,FCGR2A,
DB00111,Daclizumab,biotech,investigational|withdrawn,FCGR2B,
DB00111,Daclizumab,biotech,investigational|withdrawn,FCGR2C,
DB00112,Bevacizumab,biotech,approved|investigational,VEGFA,
DB00112,Bevacizumab,biotech,approved|investigational,C1QA,
DB00112,Bevacizumab,biotech,approved|investigational,C1QB,
DB00112,Bevacizumab,biotech,approved|investigational,C1QC,
DB00112,Bevacizumab,biotech,approved|investigational,FCGR3A,
DB00112,Bevacizumab,biotech,approved|investigational,FCGR1A,
DB00112,Bevacizumab,biotech,approved|investigational,FCGR2A,
DB00112,Bevacizumab,biotech,approved|investigational,FCGR2B,
DB00112,Bevacizumab,biotech,approved|investigational,FCGR2C,
DB00113,Technetium Tc-99m arcitumomab,biotech,experimental,CEACAM1,other/unknown
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,AGXT2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GAD1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,CBS,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,KYNU,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SHMT1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,NFS1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GOT1,activator
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,OAT,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,ODC1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,AADAT,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,ABAT,inhibitor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PNPO,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SGPL1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,TAT,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,CCBL1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SPTLC2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,CSAD,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,HDC,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,AZIN2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SDS,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GCAT,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GLDC,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GPT,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PSAT1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,ALAS1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,AGXT,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PDXP,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SPTLC1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,CTH,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,BCAT1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,BCAT2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PROSC,binder
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GOT2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PYGB,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PYGM,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,DDC,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GAD2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,CCBL2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GADL1,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SCLY,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,IGSF10,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,PHYKPL,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SHMT2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,ALAS2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GPT2,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,MOCOS,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SDSL,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SRR,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SEPSECS,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,SPTLC3,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GAD65,cofactor
DB00114,Pyridoxal phosphate,small molecule,approved|investigational|nutraceutical,GOT1,cofactor
DB00115,Cyanocobalamin,small molecule,approved|nutraceutical,MTR,cofactor
DB00115,Cyanocobalamin,small molecule,approved|nutraceutical,MUT,cofactor
DB00115,Cyanocobalamin,small molecule,approved|nutraceutical,MTRR,cofactor
DB00115,Cyanocobalamin,small molecule,approved|nutraceutical,MMAA,binder
DB00115,Cyanocobalamin,small molecule,approved|nutraceutical,MMACHC,cofactor
DB00115,Cyanocobalamin,small molecule,approved|nutraceutical,MTHFR,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,MTHFD1,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,MTHFD2,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,AMT,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,ALDH1L1,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,MTR,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,FTCD,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,ATIC,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,SHMT1,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,SHMT2,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,MTHFR,cofactor
DB00116,Tetrahydrofolic acid,small molecule,nutraceutical,MTFMT,cofactor
DB00117,Histidine,small molecule,investigational|nutraceutical,HDC,
DB00117,Histidine,small molecule,investigational|nutraceutical,HARS,
DB00117,Histidine,small molecule,investigational|nutraceutical,SLC38A3,
DB00117,Histidine,small molecule,investigational|nutraceutical,HAL,
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,COMT,cofactor
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,CMTR1,
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,AS3MT,
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,GNMT,cofactor
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,AMD1,cofactor
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,MAT2A,cofactor
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,CBS,activator
DB00118,Ademetionine,small molecule,approved|investigational|nutraceutical,MAT1A,cofactor
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,SLC16A3,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,SLC16A2,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,AGXT2,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,SLC16A5,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,PKLR,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,SLC16A6,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,SLC16A7,
DB00119,Pyruvic acid,small molecule,approved|investigational|nutraceutical,PDHB,
