Source,Relation,Target
ATP1A1,involved_in(DrugBank),Ethacrynic Acid Action Pathway
ATP1A1,involved_in(DrugBank),Cyclothiazide Action Pathway
ATP1A1,involved_in(DrugBank),Hydroflumethiazide Action Pathway
ATP1A1,involved_in(DrugBank),Chlorthalidone Action Pathway
ATP1A1,involved_in(DrugBank),Amiloride Action Pathway
ATP1A1,involved_in(DrugBank),Glucose Transporter Defect (SGLT2)
ATP1A1,involved_in(DrugBank),Iminoglycinuria
SDS,involved_in(DrugBank),Threonine and 2-Oxobutanoate Degradation
UGDH,involved_in(DrugBank),Nucleotide Sugars Metabolism
ALDOA,involved_in(DrugBank),Fructose and Mannose Degradation
TPI1,involved_in(DrugBank),Fructose and Mannose Degradation
GAPDH,involved_in(DrugBank),Glycerol Phosphate Shuttle
HSPA5,involved_in(DrugBank),Retinol Metabolism
PPIB,involved_in(DrugBank),Retinol Metabolism
SDF2L1,involved_in(DrugBank),Retinol Metabolism
HSPA5,involved_in(DrugBank),Vitamin A Deficiency
PPIB,involved_in(DrugBank),Vitamin A Deficiency
SDF2L1,involved_in(DrugBank),Vitamin A Deficiency
MVD,involved_in(DrugBank),Lovastatin Action Pathway
MVD,involved_in(DrugBank),Cerivastatin Action Pathway
MVD,involved_in(DrugBank),Hypercholesterolemia
MVD,involved_in(DrugBank),"Chondrodysplasia Punctata II, X-Linked Dominant (CDPX2)"
MVD,involved_in(DrugBank),Smith-Lemli-Opitz Syndrome (SLOS)
MVD,involved_in(DrugBank),Mevalonic Aciduria
MVD,involved_in(DrugBank),Simvastatin Action Pathway
MVD,involved_in(DrugBank),Pravastatin Action Pathway
MVD,involved_in(DrugBank),Rosuvastatin Action Pathway
MVD,involved_in(DrugBank),Zoledronate Action Pathway
MVD,involved_in(DrugBank),Pamidronate Action Pathway
MVD,involved_in(DrugBank),Fluvastatin Action Pathway
MVD,involved_in(DrugBank),Lysosomal Acid Lipase Deficiency (Wolman Disease)
MVD,involved_in(DrugBank),Cholesteryl Ester Storage Disease
MVD,involved_in(DrugBank),Steroid Biosynthesis
MVD,involved_in(DrugBank),Ibandronate Action Pathway
MVD,involved_in(DrugBank),Alendronate Action Pathway
MVD,involved_in(DrugBank),Risedronate Action Pathway
MVD,involved_in(DrugBank),Atorvastatin Action Pathway
MVD,involved_in(DrugBank),Desmosterolosis
MVD,involved_in(DrugBank),CHILD Syndrome
MVD,involved_in(DrugBank),Hyper-IgD Syndrome
MVD,involved_in(DrugBank),Wolman Disease
PIKFYVE,involved_in(DrugBank),Inositol Metabolism
FIG4,involved_in(DrugBank),Inositol Metabolism
PIK3C3,involved_in(DrugBank),Inositol Metabolism
BECN1,involved_in(DrugBank),Inositol Metabolism
GAA,involved_in(DrugBank),Galactose Metabolism
PDHB,involved_in(DrugBank),Citric Acid Cycle
DLAT,involved_in(DrugBank),Citric Acid Cycle
PC,involved_in(DrugBank),Citric Acid Cycle
ACO2,involved_in(DrugBank),Citric Acid Cycle
ALDOA,involved_in(DrugBank),Gluconeogenesis
TPI1,involved_in(DrugBank),Gluconeogenesis
GAPDH,involved_in(DrugBank),Gluconeogenesis
PC,involved_in(DrugBank),Gluconeogenesis
AGT,involved_in(DrugBank),Valsartan Action Pathway
ACE,involved_in(DrugBank),Valsartan Action Pathway
ACE,involved_in(DrugBank),Ramipril Action Pathway
AGT,involved_in(DrugBank),Ramipril Action Pathway
ACE,involved_in(DrugBank),Ramipril Metabolism Pathway
ATP1A1,involved_in(DrugBank),Nicotine Action Pathway
ATP1A1,involved_in(DrugBank),Esmolol Action Pathway
ATP2A2,involved_in(DrugBank),Esmolol Action Pathway
PLN,involved_in(DrugBank),Esmolol Action Pathway
PRKACA,involved_in(DrugBank),Esmolol Action Pathway
ATP1A1,involved_in(DrugBank),Tramadol Action Action Pathway
ATP1A1,involved_in(DrugBank),Betaxolol Action Pathway
ATP2A2,involved_in(DrugBank),Betaxolol Action Pathway
PLN,involved_in(DrugBank),Betaxolol Action Pathway
PRKACA,involved_in(DrugBank),Betaxolol Action Pathway
ATP1A1,involved_in(DrugBank),Torsemide Action Pathway
ATP1A1,involved_in(DrugBank),Citalopram Action Pathway
ATP1A1,involved_in(DrugBank),Methyclothiazide Action Pathway
ATP1A1,involved_in(DrugBank),Fosphenytoin (Antiarrhythmic) Action Pathway
ATP2A2,involved_in(DrugBank),Fosphenytoin (Antiarrhythmic) Action Pathway
PLN,involved_in(DrugBank),Fosphenytoin (Antiarrhythmic) Action Pathway
PRKACA,involved_in(DrugBank),Fosphenytoin (Antiarrhythmic) Action Pathway
ATP1A1,involved_in(DrugBank),Metoprolol Action Pathway
ATP2A2,involved_in(DrugBank),Metoprolol Action Pathway
PLN,involved_in(DrugBank),Metoprolol Action Pathway
PRKACA,involved_in(DrugBank),Metoprolol Action Pathway
KLKB1,involved_in(DrugBank),Dicumarol Action Pathway
F11,involved_in(DrugBank),Dicumarol Action Pathway
F9,involved_in(DrugBank),Dicumarol Action Pathway
F2,involved_in(DrugBank),Dicumarol Action Pathway
F5,involved_in(DrugBank),Dicumarol Action Pathway
FGG,involved_in(DrugBank),Dicumarol Action Pathway
F3,involved_in(DrugBank),Dicumarol Action Pathway
KLKB1,involved_in(DrugBank),Dicoumarol Action Pathway
F11,involved_in(DrugBank),Dicoumarol Action Pathway
F9,involved_in(DrugBank),Dicoumarol Action Pathway
F2,involved_in(DrugBank),Dicoumarol Action Pathway
F5,involved_in(DrugBank),Dicoumarol Action Pathway
FGG,involved_in(DrugBank),Dicoumarol Action Pathway
F3,involved_in(DrugBank),Dicoumarol Action Pathway
ATP1A1,involved_in(DrugBank),Isradipine Action Pathway
ATP2A2,involved_in(DrugBank),Isradipine Action Pathway
PLN,involved_in(DrugBank),Isradipine Action Pathway
PRKACA,involved_in(DrugBank),Isradipine Action Pathway
AGT,involved_in(DrugBank),Olmesartan Action Pathway
ACE,involved_in(DrugBank),Olmesartan Action Pathway
F2,involved_in(DrugBank),Argatroban Action Pathway
KLKB1,involved_in(DrugBank),Argatroban Action Pathway
F11,involved_in(DrugBank),Argatroban Action Pathway
F9,involved_in(DrugBank),Argatroban Action Pathway
F5,involved_in(DrugBank),Argatroban Action Pathway
FGG,involved_in(DrugBank),Argatroban Action Pathway
F3,involved_in(DrugBank),Argatroban Action Pathway
ATP1A1,involved_in(DrugBank),Disopyramide Action Pathway
ATP2A2,involved_in(DrugBank),Disopyramide Action Pathway
PLN,involved_in(DrugBank),Disopyramide Action Pathway
PRKACA,involved_in(DrugBank),Disopyramide Action Pathway
ATP1A1,involved_in(DrugBank),Lidocaine (Antiarrhythmic) Action Pathway
ATP2A2,involved_in(DrugBank),Lidocaine (Antiarrhythmic) Action Pathway
PLN,involved_in(DrugBank),Lidocaine (Antiarrhythmic) Action Pathway
PRKACA,involved_in(DrugBank),Lidocaine (Antiarrhythmic) Action Pathway
ATP1A1,involved_in(DrugBank),Lidocaine (Local Anaesthetic) Action Pathway
ABCB1,involved_in(DrugBank),Venlafaxine Metabolism Pathway
HSPA5,involved_in(DrugBank),Morphine Action Pathway
PPIB,involved_in(DrugBank),Morphine Action Pathway
SDF2L1,involved_in(DrugBank),Morphine Action Pathway
ATP1A1,involved_in(DrugBank),Morphine Action Pathway
ATP1A1,involved_in(DrugBank),Codeine Action Pathway
ATP1A1,involved_in(DrugBank),Heroin Action Pathway
HSPA5,involved_in(DrugBank),Morphine Metabolism Pathway
PPIB,involved_in(DrugBank),Morphine Metabolism Pathway
SDF2L1,involved_in(DrugBank),Morphine Metabolism Pathway
ATP1A1,involved_in(DrugBank),Ropivacaine Action Pathway
ATP1A1,involved_in(DrugBank),Bupivacaine Action Pathway
KLKB1,involved_in(DrugBank),Tranexamic Acid Action Pathway
F11,involved_in(DrugBank),Tranexamic Acid Action Pathway
F9,involved_in(DrugBank),Tranexamic Acid Action Pathway
F2,involved_in(DrugBank),Tranexamic Acid Action Pathway
F5,involved_in(DrugBank),Tranexamic Acid Action Pathway
FGG,involved_in(DrugBank),Tranexamic Acid Action Pathway
F3,involved_in(DrugBank),Tranexamic Acid Action Pathway
ATP1A1,involved_in(DrugBank),Ibutilide Action Pathway
ATP2A2,involved_in(DrugBank),Ibutilide Action Pathway
PLN,involved_in(DrugBank),Ibutilide Action Pathway
PRKACA,involved_in(DrugBank),Ibutilide Action Pathway
TUBA1B,involved_in(DrugBank),Vindesine Action Pathway
TP53,involved_in(DrugBank),Vindesine Action Pathway
CDKN1A,involved_in(DrugBank),Vindesine Action Pathway
ABCB1,involved_in(DrugBank),Vindesine Action Pathway
PTGDS,involved_in(DrugBank),Acetaminophen  Action Pathway
EGFR,involved_in(DrugBank),Gefitinib Action Pathway
ATP1A1,involved_in(DrugBank),Hydromorphone Action Pathway
ATP1A1,involved_in(DrugBank),Methadone Action Pathway
ATP1A1,involved_in(DrugBank),Atenolol Action Pathway
ATP2A2,involved_in(DrugBank),Atenolol Action Pathway
PLN,involved_in(DrugBank),Atenolol Action Pathway
PRKACA,involved_in(DrugBank),Atenolol Action Pathway
ATP1A1,involved_in(DrugBank),Diltiazem Action Pathway
ATP2A2,involved_in(DrugBank),Diltiazem Action Pathway
PLN,involved_in(DrugBank),Diltiazem Action Pathway
PRKACA,involved_in(DrugBank),Diltiazem Action Pathway
HPRT1,involved_in(DrugBank),Thioguanine Metabolism Pathway
SPR,involved_in(DrugBank),DOPA-Responsive Dystonia
ABCB1,involved_in(DrugBank),Doxorubicin Metabolism Pathway
SPR,involved_in(DrugBank),Hyperphenylalaniemia Due to Guanosine Triphosphate Cyclohydrolase Deficiency
SPR,involved_in(DrugBank),Hyperphenylalaninemia Due to 6-Pyruvoyltetrahydropterin Synthase Deficiency (ptps)
SPR,involved_in(DrugBank),Pterine Biosynthesis
SPR,involved_in(DrugBank),Hyperphenylalaninemia Due to DHPR-Deficiency
SPR,involved_in(DrugBank),Segawa Syndrome
SPR,involved_in(DrugBank),Sepiapterin Reductase Deficiency
TUBA1B,involved_in(DrugBank),Vinorelbine Action Pathway
TP53,involved_in(DrugBank),Vinorelbine Action Pathway
CDKN1A,involved_in(DrugBank),Vinorelbine Action Pathway
ABCB1,involved_in(DrugBank),Vinorelbine Action Pathway
ATP1A1,involved_in(DrugBank),Benzocaine Action Pathway
ATP1A1,involved_in(DrugBank),Proparacaine Action Pathway
ATP1A1,involved_in(DrugBank),Fentanyl Action Pathway
ATP1A1,involved_in(DrugBank),Sufentanil Action Pathway
ATP1A1,involved_in(DrugBank),Methadyl Acetate Action Pathway
ATP1A1,involved_in(DrugBank),Dimethylthiambutene Action Pathway
ATP1A1,involved_in(DrugBank),Dihydromorphine Action Pathway
ATP1A1,involved_in(DrugBank),Ketobemidone  Action Pathway
ATP1A1,involved_in(DrugBank),Oxybuprocaine Action Pathway
ATP1A1,involved_in(DrugBank),Hydrocodone Action Pathway
ATP1A1,involved_in(DrugBank),Oxymorphone Action Pathway
ATP1A1,involved_in(DrugBank),Remifentanil Action Pathway
ATP1A1,involved_in(DrugBank),Fluoxetine Action Pathway
ATP1A1,involved_in(DrugBank),Propoxyphene Action Pathway
ATP1A1,involved_in(DrugBank),Anileridine Action Pathway
ATP1A1,involved_in(DrugBank),3-Methylthiofentanyl Action Pathway
ATP1A1,involved_in(DrugBank),Levallorphan Action Pathway
TYMS,involved_in(DrugBank),Capecitabine Action Pathway
TYMS,involved_in(DrugBank),Capecitabine Metabolism Pathway
ATP1A1,involved_in(DrugBank),Timolol Action Pathway
ATP2A2,involved_in(DrugBank),Timolol Action Pathway
PLN,involved_in(DrugBank),Timolol Action Pathway
PRKACA,involved_in(DrugBank),Timolol Action Pathway
ATP1A1,involved_in(DrugBank),Mexiletine Action Pathway
ATP2A2,involved_in(DrugBank),Mexiletine Action Pathway
PLN,involved_in(DrugBank),Mexiletine Action Pathway
PRKACA,involved_in(DrugBank),Mexiletine Action Pathway
ATP1A1,involved_in(DrugBank),Amlodipine Action Pathway
ATP2A2,involved_in(DrugBank),Amlodipine Action Pathway
PLN,involved_in(DrugBank),Amlodipine Action Pathway
PRKACA,involved_in(DrugBank),Amlodipine Action Pathway
ATP1A1,involved_in(DrugBank),Triamterene Action Pathway
ATP1A1,involved_in(DrugBank),Nimodipine Action Pathway
ATP2A2,involved_in(DrugBank),Nimodipine Action Pathway
PLN,involved_in(DrugBank),Nimodipine Action Pathway
PRKACA,involved_in(DrugBank),Nimodipine Action Pathway
HSPA5,involved_in(DrugBank),Sorafenib Metabolism Pathway
PPIB,involved_in(DrugBank),Sorafenib Metabolism Pathway
SDF2L1,involved_in(DrugBank),Sorafenib Metabolism Pathway
ATP1A1,involved_in(DrugBank),Nisoldipine Action Pathway
ATP2A2,involved_in(DrugBank),Nisoldipine Action Pathway
PLN,involved_in(DrugBank),Nisoldipine Action Pathway
PRKACA,involved_in(DrugBank),Nisoldipine Action Pathway
SERPINC1,involved_in(DrugBank),Enoxaparin Action Pathway
KLKB1,involved_in(DrugBank),Enoxaparin Action Pathway
F11,involved_in(DrugBank),Enoxaparin Action Pathway
F9,involved_in(DrugBank),Enoxaparin Action Pathway
F2,involved_in(DrugBank),Enoxaparin Action Pathway
F5,involved_in(DrugBank),Enoxaparin Action Pathway
FGG,involved_in(DrugBank),Enoxaparin Action Pathway
F3,involved_in(DrugBank),Enoxaparin Action Pathway
SERPINC1,involved_in(DrugBank),Ardeparin Action Pathway
KLKB1,involved_in(DrugBank),Ardeparin Action Pathway
F11,involved_in(DrugBank),Ardeparin Action Pathway
F9,involved_in(DrugBank),Ardeparin Action Pathway
F2,involved_in(DrugBank),Ardeparin Action Pathway
F5,involved_in(DrugBank),Ardeparin Action Pathway
FGG,involved_in(DrugBank),Ardeparin Action Pathway
F3,involved_in(DrugBank),Ardeparin Action Pathway
TYMS,involved_in(DrugBank),Gemcitabine Metabolism Pathway
TYMS,involved_in(DrugBank),Gemcitabine Action Pathway
TOP2A,involved_in(DrugBank),Teniposide Action Pathway
TOP2A,involved_in(DrugBank),Teniposide Metabolism Pathway
ATP1A1,involved_in(DrugBank),Imipramine Action Pathway
PTGDS,involved_in(DrugBank),Tenoxicam Action Pathway
ATP1A1,involved_in(DrugBank),Sotalol Action Pathway
ATP2A2,involved_in(DrugBank),Sotalol Action Pathway
PLN,involved_in(DrugBank),Sotalol Action Pathway
PRKACA,involved_in(DrugBank),Sotalol Action Pathway
ACE,involved_in(DrugBank),Fosinopril Action Pathway
AGT,involved_in(DrugBank),Fosinopril Action Pathway
ACE,involved_in(DrugBank),Fosinopril Metabolism Pathway
ATP1A1,involved_in(DrugBank),Oxycodone Action Pathway
KLKB1,involved_in(DrugBank),Phenindione Action Pathway
F11,involved_in(DrugBank),Phenindione Action Pathway
F9,involved_in(DrugBank),Phenindione Action Pathway
F2,involved_in(DrugBank),Phenindione Action Pathway
F5,involved_in(DrugBank),Phenindione Action Pathway
FGG,involved_in(DrugBank),Phenindione Action Pathway
F3,involved_in(DrugBank),Phenindione Action Pathway
PTGDS,involved_in(DrugBank),Tolmetin Action Pathway
KLKB1,involved_in(DrugBank),Aminocaproic Acid Action Pathway
F11,involved_in(DrugBank),Aminocaproic Acid Action Pathway
F9,involved_in(DrugBank),Aminocaproic Acid Action Pathway
F2,involved_in(DrugBank),Aminocaproic Acid Action Pathway
F5,involved_in(DrugBank),Aminocaproic Acid Action Pathway
FGG,involved_in(DrugBank),Aminocaproic Acid Action Pathway
F3,involved_in(DrugBank),Aminocaproic Acid Action Pathway
ACE,involved_in(DrugBank),Trandolapril Action Pathway
AGT,involved_in(DrugBank),Trandolapril Action Pathway
ACE,involved_in(DrugBank),Trandolapril Metabolism Pathway
ATP1A1,involved_in(DrugBank),Carteolol Action Pathway
ATP2A2,involved_in(DrugBank),Carteolol Action Pathway
PLN,involved_in(DrugBank),Carteolol Action Pathway
PRKACA,involved_in(DrugBank),Carteolol Action Pathway
ATP1A1,involved_in(DrugBank),Metolazone Action Pathway
ATP1A1,involved_in(DrugBank),Dibucaine Action Pathway
EGFR,involved_in(DrugBank),Erlotinib Action Pathway
ABCB1,involved_in(DrugBank),Erlotinib Action Pathway
TUBA1B,involved_in(DrugBank),Vincristine Action Pathway
TP53,involved_in(DrugBank),Vincristine Action Pathway
CDKN1A,involved_in(DrugBank),Vincristine Action Pathway
ABCB1,involved_in(DrugBank),Vincristine Action Pathway
ACE,involved_in(DrugBank),Benazepril Action Pathway
AGT,involved_in(DrugBank),Benazepril Action Pathway
ACE,involved_in(DrugBank),Benazepril Metabolism Pathway
TYMS,involved_in(DrugBank),Fluorouracil Action Pathway
TYMS,involved_in(DrugBank),Fluorouracil Metabolism Pathway
SERPINC1,involved_in(DrugBank),Fondaparinux Action Pathway
KLKB1,involved_in(DrugBank),Fondaparinux Action Pathway
F11,involved_in(DrugBank),Fondaparinux Action Pathway
F9,involved_in(DrugBank),Fondaparinux Action Pathway
F2,involved_in(DrugBank),Fondaparinux Action Pathway
F5,involved_in(DrugBank),Fondaparinux Action Pathway
FGG,involved_in(DrugBank),Fondaparinux Action Pathway
F3,involved_in(DrugBank),Fondaparinux Action Pathway
CDKN1A,involved_in(DrugBank),Vinblastine Action Pathway
TP53,involved_in(DrugBank),Vinblastine Action Pathway
TUBA1B,involved_in(DrugBank),Vinblastine Action Pathway
ABCB1,involved_in(DrugBank),Vinblastine Action Pathway
ATP1A1,involved_in(DrugBank),Propranolol Action Pathway
ATP2A2,involved_in(DrugBank),Propranolol Action Pathway
PLN,involved_in(DrugBank),Propranolol Action Pathway
PRKACA,involved_in(DrugBank),Propranolol Action Pathway
PTGDS,involved_in(DrugBank),Fenoprofen Action Pathway
ABCD1,involved_in(DrugBank),Beta Oxidation of Very Long Chain Fatty Acids
ABCD1,involved_in(DrugBank),"Adrenoleukodystrophy, X-Linked"
ABCD1,involved_in(DrugBank),Carnitine-Acylcarnitine Translocase Deficiency
ACE,involved_in(DrugBank),Enalapril Metabolism Pathway
ACE,involved_in(DrugBank),Enalapril Action Pathway
AGT,involved_in(DrugBank),Enalapril Action Pathway
ATP1A1,involved_in(DrugBank),Labetalol Action Pathway
ATP2A2,involved_in(DrugBank),Labetalol Action Pathway
PLN,involved_in(DrugBank),Labetalol Action Pathway
PRKACA,involved_in(DrugBank),Labetalol Action Pathway
ATP1A1,involved_in(DrugBank),Bisoprolol Action Pathway
ATP2A2,involved_in(DrugBank),Bisoprolol Action Pathway
PLN,involved_in(DrugBank),Bisoprolol Action Pathway
PRKACA,involved_in(DrugBank),Bisoprolol Action Pathway
JAK2,involved_in(DrugBank),Imatinib Inhibition of BCR-ABL
MTOR,involved_in(DrugBank),Imatinib Inhibition of BCR-ABL
BAD,involved_in(DrugBank),Imatinib Inhibition of BCR-ABL
TP53,involved_in(DrugBank),Imatinib Inhibition of BCR-ABL
MYC,involved_in(DrugBank),Imatinib Inhibition of BCR-ABL
HSPA5,involved_in(DrugBank),Androstenedione Metabolism
PPIB,involved_in(DrugBank),Androstenedione Metabolism
SDF2L1,involved_in(DrugBank),Androstenedione Metabolism
CREB1,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
JUN,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
MAPK11,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
BAD,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
PDPK1,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
AKT1,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2a and Adenosine
CREB1,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
JUN,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
MAPK11,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
PDPK1,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
AKT1,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
BAD,involved_in(DrugBank),Intracellular Signalling Through Adenosine Receptor A2b and Adenosine
ATP1A1,involved_in(DrugBank),Pentazocine Action Pathway
HSPA5,involved_in(DrugBank),Estrone Metabolism
PPIB,involved_in(DrugBank),Estrone Metabolism
SDF2L1,involved_in(DrugBank),Estrone Metabolism
ATP1A1,involved_in(DrugBank),Verapamil Action Pathway
ATP2A2,involved_in(DrugBank),Verapamil Action Pathway
PLN,involved_in(DrugBank),Verapamil Action Pathway
PRKACA,involved_in(DrugBank),Verapamil Action Pathway
ATP1A1,involved_in(DrugBank),Epinephrine Action Pathway
ATP2A2,involved_in(DrugBank),Epinephrine Action Pathway
PLN,involved_in(DrugBank),Epinephrine Action Pathway
PRKACA,involved_in(DrugBank),Epinephrine Action Pathway
AGT,involved_in(DrugBank),Losartan Action Pathway
ACE,involved_in(DrugBank),Losartan Action Pathway
KLKB1,involved_in(DrugBank),Warfarin Action Pathway
F11,involved_in(DrugBank),Warfarin Action Pathway
F9,involved_in(DrugBank),Warfarin Action Pathway
F2,involved_in(DrugBank),Warfarin Action Pathway
F5,involved_in(DrugBank),Warfarin Action Pathway
FGG,involved_in(DrugBank),Warfarin Action Pathway
F3,involved_in(DrugBank),Warfarin Action Pathway
ABCB1,involved_in(DrugBank),Mycophenolic Acid Metabolism Pathway
ACE,involved_in(DrugBank),Moexipril Action Pathway
AGT,involved_in(DrugBank),Moexipril Action Pathway
ACE,involved_in(DrugBank),Moexipril Metabolism Pathway
ATP1A1,involved_in(DrugBank),Furosemide Action Pathway
ATP1A1,involved_in(DrugBank),Naltrexone Action Pathway
ABCB1,involved_in(DrugBank),Lamivudine Metabolism Pathway
ATP1A1,involved_in(DrugBank),Procaine Action Pathway
ACE,involved_in(DrugBank),Lisinopril Action Pathway
AGT,involved_in(DrugBank),Lisinopril Action Pathway
ATP1A1,involved_in(DrugBank),Prilocaine Action Pathway
ABCB1,involved_in(DrugBank),Clopidogrel Action Pathway
ABCB1,involved_in(DrugBank),Clopidogrel Metabolism Pathway
TOP1,involved_in(DrugBank),Irinotecan Metabolism Pathway
ABCB1,involved_in(DrugBank),Irinotecan Metabolism Pathway
HSPA5,involved_in(DrugBank),Irinotecan Metabolism Pathway
PPIB,involved_in(DrugBank),Irinotecan Metabolism Pathway
SDF2L1,involved_in(DrugBank),Irinotecan Metabolism Pathway
TOP1,involved_in(DrugBank),Irinotecan Action Pathway
ABCB1,involved_in(DrugBank),Irinotecan Action Pathway
HSPA5,involved_in(DrugBank),Irinotecan Action Pathway
PPIB,involved_in(DrugBank),Irinotecan Action Pathway
SDF2L1,involved_in(DrugBank),Irinotecan Action Pathway
ABCB1,involved_in(DrugBank),Etoposide Metabolism Pathway
TOP2A,involved_in(DrugBank),Etoposide Metabolism Pathway
HSPA5,involved_in(DrugBank),Etoposide Metabolism Pathway
PPIB,involved_in(DrugBank),Etoposide Metabolism Pathway
SDF2L1,involved_in(DrugBank),Etoposide Metabolism Pathway
ABCB1,involved_in(DrugBank),Etoposide Action Pathway
TOP2A,involved_in(DrugBank),Etoposide Action Pathway
HSPA5,involved_in(DrugBank),Etoposide Action Pathway
PPIB,involved_in(DrugBank),Etoposide Action Pathway
SDF2L1,involved_in(DrugBank),Etoposide Action Pathway
ACE,involved_in(DrugBank),Perindopril Action Pathway
AGT,involved_in(DrugBank),Perindopril Action Pathway
AGT,involved_in(DrugBank),Candesartan Action Pathway
ACE,involved_in(DrugBank),Candesartan Action Pathway
ATP1A1,involved_in(DrugBank),Alfentanil Action Pathway
PTGDS,involved_in(DrugBank),Phenylbutazone Action Pathway
PTGDS,involved_in(DrugBank),Carprofen Action Pathway
ATP1A1,involved_in(DrugBank),Dobutamine Action Pathway
ATP2A2,involved_in(DrugBank),Dobutamine Action Pathway
PLN,involved_in(DrugBank),Dobutamine Action Pathway
PRKACA,involved_in(DrugBank),Dobutamine Action Pathway
ATP1A1,involved_in(DrugBank),Nalbuphine Action Pathway
ATP1A1,involved_in(DrugBank),Levorphanol Action Pathway
HMBS,involved_in(DrugBank),Acute Intermittent Porphyria
HMBS,involved_in(DrugBank),Porphyria Variegata (PV)
HMBS,involved_in(DrugBank),Hereditary Coproporphyria (HCP)
HMBS,involved_in(DrugBank),Congenital Erythropoietic Porphyria (CEP) or Gunther Disease
ATP1A1,involved_in(DrugBank),Alprenolol Action Pathway
ATP2A2,involved_in(DrugBank),Alprenolol Action Pathway
PLN,involved_in(DrugBank),Alprenolol Action Pathway
PRKACA,involved_in(DrugBank),Alprenolol Action Pathway
AGT,involved_in(DrugBank),Eprosartan Action Pathway
ACE,involved_in(DrugBank),Eprosartan Action Pathway
ACE,involved_in(DrugBank),Quinapril Metabolism Pathway
ACE,involved_in(DrugBank),Quinapril Action Pathway
AGT,involved_in(DrugBank),Quinapril Action Pathway
CAT,involved_in(DrugBank),Ethanol Degradation
ATP1A1,involved_in(DrugBank),Cocaine Action Pathway
ATP1A1,involved_in(DrugBank),Quinidine Action Pathway
ATP2A2,involved_in(DrugBank),Quinidine Action Pathway
PLN,involved_in(DrugBank),Quinidine Action Pathway
PRKACA,involved_in(DrugBank),Quinidine Action Pathway
PTGDS,involved_in(DrugBank),Etoricoxib Action Pathway
PTGDS,involved_in(DrugBank),Lumiracoxib Action Pathway
PTGDS,involved_in(DrugBank),Salsalate Action Pathway
PTGDS,involved_in(DrugBank),Salicylate-Sodium Action Pathway
ATP1A1,involved_in(DrugBank),Buprenorphine Action Pathway
PTGDS,involved_in(DrugBank),Salicylic Acid Action Pathway
KLKB1,involved_in(DrugBank),Phenprocoumon Action Pathway
F11,involved_in(DrugBank),Phenprocoumon Action Pathway
F9,involved_in(DrugBank),Phenprocoumon Action Pathway
F2,involved_in(DrugBank),Phenprocoumon Action Pathway
F5,involved_in(DrugBank),Phenprocoumon Action Pathway
FGG,involved_in(DrugBank),Phenprocoumon Action Pathway
F3,involved_in(DrugBank),Phenprocoumon Action Pathway
ATP1A1,involved_in(DrugBank),Pindolol Action Pathway
ATP2A2,involved_in(DrugBank),Pindolol Action Pathway
PLN,involved_in(DrugBank),Pindolol Action Pathway
PRKACA,involved_in(DrugBank),Pindolol Action Pathway
ATP1A1,involved_in(DrugBank),Mepivacaine Action Pathway
AGT,involved_in(DrugBank),Telmisartan Action Pathway
ACE,involved_in(DrugBank),Telmisartan Action Pathway
ATP1A1,involved_in(DrugBank),Hydrochlorothiazide Action Pathway
ATP1A1,involved_in(DrugBank),Levobupivacaine Action Pathway
KLKB1,involved_in(DrugBank),Acenocoumarol Action Pathway
F11,involved_in(DrugBank),Acenocoumarol Action Pathway
F9,involved_in(DrugBank),Acenocoumarol Action Pathway
F2,involved_in(DrugBank),Acenocoumarol Action Pathway
F5,involved_in(DrugBank),Acenocoumarol Action Pathway
FGG,involved_in(DrugBank),Acenocoumarol Action Pathway
F3,involved_in(DrugBank),Acenocoumarol Action Pathway
F2,involved_in(DrugBank),Ximelagatran Action Pathway
KLKB1,involved_in(DrugBank),Ximelagatran Action Pathway
F11,involved_in(DrugBank),Ximelagatran Action Pathway
F9,involved_in(DrugBank),Ximelagatran Action Pathway
F5,involved_in(DrugBank),Ximelagatran Action Pathway
FGG,involved_in(DrugBank),Ximelagatran Action Pathway
F3,involved_in(DrugBank),Ximelagatran Action Pathway
SERPINC1,involved_in(DrugBank),Heparin Action Pathway
KLKB1,involved_in(DrugBank),Heparin Action Pathway
F11,involved_in(DrugBank),Heparin Action Pathway
F9,involved_in(DrugBank),Heparin Action Pathway
F2,involved_in(DrugBank),Heparin Action Pathway
F5,involved_in(DrugBank),Heparin Action Pathway
FGG,involved_in(DrugBank),Heparin Action Pathway
F3,involved_in(DrugBank),Heparin Action Pathway
KLKB1,involved_in(DrugBank),Aprotinin Action Pathway
