PMCID,Ebola Protein,Interaction,Host Protein
PMC6315506,GP,bind,NPC1
PMC6315506,GP,interact,NPC1
PMC6315506,GP,modulate,NPC1
PMC6315506,GP,target,NPC1
PMC6529764,L,bind,NPC1
PMC6529764,L,cleave,NPC1
PMC5440606,GP,stimulate,IL2
PMC5440606,GP,induce,IL2
PMC5440606,GP,stimulate,GP2
PMC5440606,GP,induce,GP2
PMC5440606,GP,stimulate,GP2
PMC5440606,GP,impact,CD4
PMC5440606,GP,express,CD4
PMC5440606,GP,express,IL2
PMC11440591,GP,form,GP2
PMC11440591,GP,attach,GP2
PMC11440591,GP,involve,GP2
PMC11440591,GP,interact,NPC1
PMC11440591,GP,cleave,NPC1
PMC11440591,GP,form,NPC1
PMC11440591,GP,transport,NPC1
PMC11440591,GP,interact,NPC1
PMC11440591,GP,inhibit,NPC1
PMC11440591,GP,disrupt,NPC1
PMC11440591,GP,interact,NPC1
PMC11440591,GP,inhibit,NPC1
PMC11440591,GP,bind,NPC1
PMC11440591,GP,bind,GP2
PMC11440591,GP,interact,NPC1
PMC11440591,GP,inhibit,NPC1
PMC11440591,GP,disrupt,NPC1
PMC11440591,GP,bind,GP2
PMC11440591,GP,bind,NPC1
PMC11440591,GP,bind,NPC1
PMC11440591,GP,interact,NPC1
PMC11440591,GP,disrupt,NPC1
PMC11440591,GP,bind,GP2
PMC11440591,GP,interact,GP2
PMC11440591,GP,disrupt,GP2
PMC11440591,GP,bind,NPC1
PMC11440591,GP,stabilize,NPC1
PMC6356362,GP,bind,SPR
PMC6356362,GP,interact,SPR
PMC6356362,GP,bind,SPR
PMC6356362,GP,interact,SPR
PMC6356362,GP,bind,SPR
PMC6356362,GP,interact,SPR
PMC6356362,GP,bind,SPR
PMC6356362,GP,associate,SPR
PMC6356362,GP,interact,SPR
PMC6356362,GP,enhance,SPR
PMC9597316,GP,express,NPC1
PMC9597316,GP,interact,NPC1
PMC9597316,GP,interact,NPC1
PMC9597316,GP,bind,TLR4
PMC9597316,GP,activate,TLR4
PMC9597316,GP,express,TLR4
PMC9597316,GP,bind,CD163
PMC9597316,GP,activate,CD163
PMC9597316,GP,express,CD163
PMC9597316,GP,activate,TLR4
PMC9597316,GP,signal,TLR4
PMC9597316,GP,express,TLR4
PMC9597316,GP,involve,TLR4
PMC9597316,GP,signal,TLR4
PMC9597316,VP24,activate,STAT1
PMC9597316,VP24,interfere,STAT1
PMC9597316,VP24,impair,STAT1
PMC9597316,VP24,involve,STAT1
PMC9597316,VP24,signal,STAT1
PMC9597316,GP,associate,CD68
PMC6537746,L,change,ALB
PMC9637988,GP,activate,TLR4
PMC9637988,GP,mediate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,cleave,Furin
PMC9637988,GP,form,Furin
PMC9637988,GP,cleave,GP2
PMC9637988,GP,form,GP2
PMC9637988,GP,cleave,GP2
PMC9637988,GP,form,GP2
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,GP2
PMC9637988,GP,activate,TLR4
PMC9637988,GP,express,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,inhibit,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,express,TLR4
PMC9637988,GP,affect,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,express,TLR4
PMC9637988,GP,affect,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,express,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,control,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,affect,TLR4
PMC9637988,GP,change,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,stabilize,TLR4
PMC9637988,GP,prevent,TLR4
PMC9637988,GP,impact,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,interact,TLR4
PMC9637988,GP,interact,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,bind,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,signal,TLR4
PMC9637988,GP,interact,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,degrade,TLR4
PMC9637988,GP,interact,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,degrade,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,form,TLR4
PMC9637988,GP,interact,TLR4
PMC9637988,GP,activate,TLR4
PMC9637988,GP,stabilize,TLR4
PMC9637988,GP,form,TLR4
PMC9637988,GP,target,TLR4
PMC7998926,GP,bind,NPC1
PMC7998926,GP,interact,NPC1
PMC7998926,GP,change,NPC1
PMC7998926,GP,disrupt,NPC1
PMC10614775,GP,affect,Fer
PMC10614775,GP,affect,Fer
PMC10614775,GP,control,Fer
PMC10614775,GP,maintain,Fer
PMC10873634,GP,express,SI
PMC10873634,GP,recognize,SI
PMC10873634,GP,affect,Fer
PMC10873634,GP,affect,Fer
PMC10873634,GP,control,Fer
PMC10873634,GP,maintain,Fer
PMC10873634,GP,activate,SI
PMC10873634,GP,neutralize,SI
PMC10873634,GP,induce,SI
PMC10873634,GP,neutralize,SI
PMC10873634,GP,bind,SI
PMC10873634,GP,bind,SI
PMC10873634,GP,translate,SI
PMC10873634,GP,activate,SI
PMC10873634,GP,activate,SI
PMC5615193,GP,bind,CD4
PMC5615193,GP,activate,CD4
PMC5615193,GP,bind,CD4
PMC5615193,GP,bind,CD4
PMC5615193,GP,bind,Lck
PMC5615193,GP,signal,Lck
PMC5615193,GP,bind,Lck
PMC5615193,GP,signal,Lck
PMC5615193,GP,bind,CD69
PMC5615193,GP,signal,CD69
PMC5615193,GP,bind,CD69
PMC5615193,GP,bind,CD4
PMC5615193,GP,bind,Lck
PMC5615193,GP,bind,CD4
PMC5615193,GP,associate,CD4
PMC5615193,GP,bind,CCR7
PMC5615193,GP,bind,CCR7
PMC5615193,GP,bind,CCR7
PMC5615193,GP,bind,CD38
PMC5615193,GP,activate,CD38
PMC5615193,GP,express,CD4
PMC5615193,NP,signal,GAPDH
PMC10150359,GP,promote,NPC1
PMC10150359,GP,interact,NPC1
PMC10150359,GP,inhibit,NPC1
PMC10150359,GP,bind,NPC1
PMC10150359,GP,attach,NPC1
PMC10150359,GP,bind,GP2
PMC10150359,GP,activate,GP2
PMC10150359,GP,cleave,GP2
PMC10150359,GP,mediate,GP2
PMC10150359,GP,activate,NPC1
PMC10150359,GP,recognize,NPC1
PMC10150359,GP,promote,NPC1
PMC10150359,GP,bind,GP2
PMC10150359,GP,cleave,GP2
PMC10150359,GP,bind,GP2
PMC10150359,GP,form,GP2
PMC10150359,GP,interact,GP2
PMC10150359,GP,stabilize,GP2
PMC10150359,GP,bind,GP2
PMC10150359,GP,interact,GP2
PMC10150359,GP,stabilize,GP2
PMC10150359,GP,bind,GP2
PMC10150359,GP,interact,GP2
PMC10150359,GP,stabilize,GP2
PMC10150359,GP,interact,GP2
PMC10150359,GP,stabilize,GP2
PMC10150359,GP,interact,GP2
PMC10150359,GP,involve,GP2
PMC10150359,GP,interact,GP2
PMC10150359,GP,activate,GP2
PMC10150359,GP,interact,NPC1
PMC10150359,GP,inhibit,NPC1
PMC10150359,GP,interact,NPC1
PMC10150359,GP,inhibit,NPC1
PMC10150359,GP,bind,NPC1
PMC10150359,GP,interact,NPC1
PMC10150359,GP,bind,NPC1
PMC10150359,GP,interact,NPC1
PMC10150359,GP,inhibit,NPC1
PMC10150359,GP,bind,GP2
PMC10150359,GP,destabilize,GP2
PMC10150359,GP,prevent,NPC1
PMC10150359,GP,attach,NPC1
PMC10150359,GP,interact,NPC1
PMC10150359,GP,disrupt,NPC1
PMC10150359,GP,bind,GP2
PMC7993122,VP24,block,STAT1
PMC7993122,VP24,phosphorylate,STAT1
PMC7993122,VP24,translocate,STAT1
PMC7993122,VP24,signal,STAT1
PMC7993122,GP,interact,TLR4
PMC7993122,GP,activate,TLR4
PMC7993122,GP,trigger,TLR4
PMC7993122,GP,signal,TLR4
PMC7993122,GP,interact,TLR4
PMC7993122,GP,activate,TLR4
PMC7993122,GP,mediate,TLR4
PMC7993122,VP24,bind,KPNA1
PMC7993122,VP24,express,KPNA1
PMC7993122,VP24,bind,KPNA5
PMC7993122,VP24,express,KPNA5
PMC7993122,VP24,bind,KPNA6
PMC7993122,VP24,express,KPNA6
PMC6183239,GP,impair,CD4
PMC6183239,GP,impair,CD4
PMC4334593,GP,encode,GP2
PMC4334593,GP,bind,NPC1
PMC4334593,GP,transport,NPC1
PMC4334593,GP,recognize,GP2
PMC4334593,GP,neutralize,GP2
PMC4551310,GP,cleave,furin
PMC4551310,GP,link,furin
PMC4551310,GP,block,furin
PMC4551310,GP,interact,IRF7
PMC4551310,GP,activate,IRF7
PMC4551310,GP,prevent,IRF7
PMC4551310,GP,interfere,IRF7
PMC4551310,GP,signal,IRF7
PMC4551310,GP,cleave,furin
PMC5327407,VP24,inhibit,STAT1
PMC7707107,VP24,activate,STAT1
PMC7707107,VP24,inhibit,STAT1
PMC7707107,VP24,block,STAT1
PMC7707107,VP24,translocate,STAT1
PMC7707107,L,associate,NPC1
PMC7707107,L,express,NPC1
PMC7707107,VP35,interact,DYNLL1
PMC7707107,VP35,sequester,ATMIN
PMC7707107,VP35,sequester,DYNLL1
PMC7707107,VP35,sequester,ATMIN
PMC7707107,VP35,sequester,DYNLL1
PMC7019320,NP,control,Max
PMC7019320,NP,interact,AP1M1
PMC7019320,NP,interact,AP1G1
PMC7203225,GP,cleave,furin
PMC7203225,GP,form,furin
PMC7203225,GP,attach,furin
PMC3153429,NP,induce,CD4
PMC3153429,NP,control,CD4
PMC7908976,GP,activate,BCR
PMC7908976,GP,modulate,BCR
PMC7908976,GP,signal,BCR
PMC7908976,GP,activate,BCR
PMC7908976,GP,signal,BCR
PMC7908976,GP,interact,TIFA
PMC7908976,GP,associate,TIFA
PMC7908976,GP,express,TIFA
PMC7908976,GP,involve,TIFA
PMC7908976,GP,activate,BCR
PMC7908976,GP,modulate,BCR
PMC7908976,GP,signal,BCR
PMC5571606,GP,associate,Gc
PMC5571606,GP,target,Gc
PMC7996724,L,stimulate,ALB
PMC7996724,L,change,ALB
PMC6249609,GP,interact,NPC1
PMC6249609,GP,block,NPC1
PMC6249609,GP,target,NPC1
PMC6249609,GP,recognize,GP2
PMC6249609,GP,bind,NPC1
PMC6249609,GP,block,NPC1
PMC6249609,GP,prevent,NPC1
PMC6249609,GP,interfere,NPC1
PMC6249609,GP,involve,NPC1
PMC6249609,GP,target,NPC1
PMC6249609,GP,bind,GP2
PMC6249609,GP,block,GP2
PMC6249609,GP,prevent,GP2
PMC6249609,GP,interfere,GP2
PMC6249609,GP,involve,GP2
PMC6249609,GP,target,GP2
PMC5915558,VP24,signal,STAT1
PMC5915558,VP24,target,STAT1
PMC7111202,GP,mediate,GP2
PMC7111202,GP,cooperate,GP2
PMC7111202,GP,bind,GP2
PMC7111202,GP,involve,GP2
PMC7111202,GP,bind,GP2
PMC7111202,GP,mediate,GP2
PMC7111202,GP,cooperate,GP2
PMC7111202,GP,express,STAT1
PMC7111202,GP,bind,MFI
PMC7111202,GP,transform,MFI
PMC7111202,GP,express,CCR5
PMC7111202,GP,express,NEB
PMC7111202,GP,bind,MFI
PMC7118701,GP,activate,GP2
PMC7118701,GP,form,GP2
PMC7118701,GP,bind,Axl
PMC7118701,GP,trigger,Axl
PMC7118701,GP,transport,Axl
PMC7118701,GP,change,Axl
PMC7118701,GP,stabilize,GP2
PMC7118701,GP,form,GP2
PMC9205003,NP,target,F3
PMC8545129,GP,cleave,NPC1
PMC8545129,GP,bind,NPC1
PMC8545129,GP,promote,NPC1
PMC8545129,GP,bind,NPC1
PMC8545129,GP,activate,NPC1
PMC8545129,GP,cleave,NPC1
PMC8545129,GP,bind,NPC1
PMC8545129,GP,cleave,NPC1
PMC8545129,GP,trigger,NPC1
PMC8545129,GP,interact,NPC1
PMC8545129,GP,activate,NPC1
PMC8545129,GP,facilitate,NPC1
PMC6992227,GP,cleave,GP2
PMC6992227,GP,form,GP2
PMC6992227,GP,link,GP2
PMC10581071,GP,bind,Lamp1
PMC10581071,GP,attach,Lamp1
PMC10581071,GP,bind,NPC1
PMC10581071,GP,activate,NPC1
PMC10581071,GP,enhance,NPC1
PMC10581071,GP,enable,NPC1
PMC10581071,GP,enhance,Lamp1
PMC10581071,GP,bind,NPC1
PMC10581071,GP,change,NPC1
PMC10581071,GP,facilitate,NPC1
PMC10581071,GP,cleave,GP2
PMC10581071,GP,form,GP2
PMC10581071,GP,cleave,furin
PMC10581071,GP,form,furin
PMC10581071,GP,bind,NPC1
PMC10581071,GP,form,NPC1
PMC10581071,L,maintain,Lamp1
PMC10684970,GP,control,CD19
PMC10684970,GP,change,CD4
PMC10684970,GP,interact,TLR4
PMC10684970,GP,mediate,TLR4
PMC4427924,GP,activate,GP2
PMC2375004,GP,activate,MIP
PMC2375004,GP,induce,MIP
PMC2375004,GP,signal,MIP
PMC2375004,GP,activate,TNF
PMC2375004,GP,induce,TNF
PMC2375004,GP,signal,TNF
PMC2375004,GP,activate,TNF
PMC2375004,GP,induce,TNF
PMC2375004,GP,signal,TNF
PMC11788421,GP,interact,furin
PMC11788421,GP,cleave,furin
PMC11788421,GP,connect,furin
PMC11788421,GP,interact,GP2
PMC11788421,GP,cleave,GP2
PMC11788421,GP,connect,GP2
PMC11788421,GP,interact,NPC1
PMC11788421,GP,bind,NPC1
PMC11788421,GP,interact,NPC1
PMC11788421,GP,express,NPC1
PMC11788421,GP,bind,NPC1
PMC11788421,GP,interact,NPC1
PMC11788421,GP,express,NPC1
PMC11788421,GP,interact,NPC1
PMC11788421,GP,bind,NPC1
PMC11788421,GP,interact,NPC1
PMC11788421,GP,bind,NPC1
PMC11788421,GP,penetrate,NPC1
PMC11788421,GP,enable,NPC1
PMC11788421,GP,interact,NPC1
PMC11788421,GP,cleave,NPC1
PMC11788421,GP,form,NPC1
PMC3308941,GP,control,TH
PMC6639268,GP,activate,GP2
PMC6639268,GP,attach,GP2
PMC6639268,GP,encode,GP2
PMC6639268,GP,bind,GP2
PMC6639268,GP,cleave,GP2
PMC6639268,GP,form,GP2
PMC6639268,GP,bind,NPC1
PMC6639268,GP,cleave,NPC1
PMC6639268,GP,form,NPC1
PMC6639268,GP,involve,NPC1
PMC6639268,GP,target,NPC1
PMC4900587,GP,express,GP2
PMC4900587,GP,express,furin
PMC5574898,VP24,prevent,CD80
PMC5574898,VP24,prevent,CD86
PMC5574898,GP,activate,CD40
PMC5574898,GP,induce,CD40
PMC5574898,GP,express,CD40
PMC5574898,GP,activate,CD80
PMC5574898,GP,induce,CD80
PMC5574898,GP,express,CD80
PMC5574898,GP,activate,CD83
PMC5574898,GP,induce,CD83
PMC5574898,GP,express,CD83
PMC5574898,GP,activate,CD86
PMC5574898,GP,induce,CD86
PMC5574898,GP,express,CD86
PMC6668225,GP,link,GP2
PMC6727353,GP,form,GP2
PMC6727353,VP35,bind,F9
PMC6727353,VP35,bind,F9
PMC12055588,L,express,ASS1
PMC12055588,L,aggregate,MAVS
PMC2212007,GP,block,CD2
PMC2212007,GP,express,CD2
PMC2212007,GP,recognize,CD2
PMC3410889,GP,associate,CPE
PMC3410889,GP,express,CPE
PMC3410889,GP,affect,CPE
PMC3410889,GP,impact,CPE
PMC3410889,GP,express,CPE
PMC3410889,GP,link,CPE
PMC3410889,GP,express,CPE
PMC3410889,GP,express,CPE
PMC9241846,L,facilitate,NPC1
PMC4867612,GP,cleave,furin
PMC4867612,GP,target,furin
PMC4867612,GP,translate,furin
PMC4867612,GP,bind,NPC1
PMC4867612,GP,cleave,NPC1
PMC2940741,GP,activate,Rac1
PMC2940741,GP,stimulate,Rac1
PMC2940741,GP,trigger,Rac1
PMC2940741,GP,promote,Rac1
PMC2940741,GP,signal,Rac1
PMC2516934,GP,associate,GP2
PMC2516934,GP,cleave,GP2
PMC5790926,GP,inhibit,NPC1
PMC5790926,GP,induce,NPC1
PMC12104654,L,change,ADA
PMC12104654,L,change,PML
PMC12104654,L,change,ADA
PMC4643030,L,express,IRF1
PMC4643030,L,regulate,IRF1
PMC4643030,L,express,IRF9
PMC4643030,L,regulate,IRF9
PMC4643030,GP,stimulate,IRF1
PMC4643030,L,express,IRF1
PMC4643030,GP,inhibit,IRF1
PMC4643030,GP,express,IRF1
PMC4643030,GP,express,IRF1
PMC4643030,GP,alter,IRF1
PMC4643030,GP,signal,IRF1
PMC4643030,GP,target,IRF1
PMC4643030,GP,express,IRF1
PMC4643030,GP,alter,IRF1
PMC4643030,GP,signal,IRF1
PMC4643030,GP,target,IRF1
PMC4643030,GP,express,IRF1
PMC4643030,GP,control,IRF1
PMC4643030,GP,express,IRF1
PMC4643030,GP,control,IRF1
PMC4643030,GP,inhibit,GBP5
PMC4643030,GP,express,GBP5
PMC4643030,GP,inhibit,VAMP5
PMC4643030,GP,express,VAMP5
PMC4643030,GP,activate,STAT1
PMC4643030,GP,inhibit,STAT1
PMC4643030,GP,phosphorylate,STAT1
PMC4643030,GP,express,STAT1
PMC4643030,GP,control,STAT1
PMC4643030,GP,regulate,STAT1
PMC4643030,GP,activate,STAT1
PMC4643030,GP,inhibit,STAT1
PMC4643030,GP,phosphorylate,STAT1
PMC4643030,GP,express,STAT1
PMC4643030,GP,control,STAT1
PMC4643030,GP,regulate,STAT1
PMC4643030,GP,activate,STAT1
PMC4643030,GP,inhibit,STAT1
PMC4643030,GP,phosphorylate,STAT1
PMC4643030,GP,express,STAT1
PMC4643030,GP,control,STAT1
PMC4643030,GP,regulate,STAT1
PMC4643030,GP,inhibit,GBP4
PMC4643030,GP,inhibit,IFIT3
PMC4643030,GP,inhibit,IFI27
PMC4643030,GP,inhibit,C1S
PMC4643030,GP,bind,IRF1
PMC4643030,GP,stimulate,IRF1
PMC4643030,GP,bind,VAMP5
PMC4643030,GP,stimulate,VAMP5
PMC4643030,GP,bind,IRF1
PMC4643030,GP,stimulate,IRF1
PMC4643030,GP,replace,IRF1
PMC4643030,L,express,IRF1
PMC4643030,L,express,IRF1
PMC3256159,GP,bind,GP2
PMC3256159,GP,bind,GP2
PMC5014273,L,recruit,CP
PMC4603304,GP,induce,TNF
PMC4603304,GP,signal,TNF
PMC7604432,L,inhibit,SI
PMC5923446,GP,bind,GP2
PMC5923446,GP,mediate,GP2
PMC5923446,GP,form,GP2
PMC5923446,GP,bind,NPC1
PMC5923446,GP,cleave,NPC1
PMC11510084,L,involve,DIO2
PMC11510084,L,recruit,DIO2
PMC11510084,L,interact,DIO2
PMC11510084,L,interact,DIO2
PMC11510084,L,express,DIO2
PMC11510084,L,signal,DIO2
PMC11510084,L,signal,DIO2
PMC11510084,L,associate,DIO2
PMC11510084,L,modulate,DIO2
PMC11510084,L,express,DIO2
PMC11510084,L,involve,DIO2
PMC11510084,L,link,DIO2
PMC11510084,L,target,DIO2
PMC6478230,GP,mediate,NPC1
PMC6522791,VP30,encode,GC
PMC10699128,VP35,affect,CD68
PMC10699128,VP35,control,CD68
PMC6971408,GP,interact,HSPA1A
PMC6971408,GP,control,HSPA1A
PMC6971408,GP,interact,MAPK11
PMC6971408,GP,control,MAPK11
PMC6971408,GP,interact,NTRK1
PMC6971408,GP,control,NTRK1
PMC6971408,GP,interact,FLT4
PMC6971408,GP,control,FLT4
PMC6971408,GP,interact,HSPA8
PMC6971408,GP,control,HSPA8
PMC6971408,GP,interact,HSP90AB1
PMC6971408,GP,control,HSP90AB1
PMC6971408,GP,interact,YWHAZ
PMC6971408,GP,control,YWHAZ
PMC6971408,GP,interact,ARFGAP1
PMC6971408,GP,control,ARFGAP1
PMC6971408,GP,interact,ANXA5
PMC6971408,GP,control,ANXA5
PMC3563031,VP40,associate,C2
PMC3563031,VP40,transport,C2
PMC3563031,NP,promote,SP6
PMC8878840,GP,signal,furin
PMC7097212,VP24,block,STAT1
PMC7097212,VP24,signal,STAT1
PMC6102224,GP,express,GP2
PMC6249604,VP40,interact,Tsg101
PMC6249604,VP40,ubiquitinate,Tsg101
PMC6249604,VP40,transport,Tsg101
PMC6249604,VP40,express,IQGAP1
PMC6249604,VP40,ubiquitinate,IQGAP1
PMC6249604,VP40,transport,IQGAP1
PMC6249604,VP40,regulate,IQGAP1
PMC6249604,VP40,express,Sec24C
PMC6249604,VP40,ubiquitinate,Sec24C
PMC6249604,VP40,transport,Sec24C
PMC6249604,VP40,regulate,Sec24C
PMC6249604,VP40,suppress,Rab11a
PMC6249604,VP40,control,Rab11a
PMC4213565,VP40,control,GAPDH
PMC4213565,L,interact,Tsg101
PMC4213565,VP40,control,GAPDH
PMC4213565,VP40,signal,GAPDH
PMC4213565,VP40,control,GAPDH
PMC4213565,VP40,signal,GAPDH
PMC4213565,VP40,control,GAPDH
PMC4213565,VP40,bind,Sec24C
PMC4213565,VP40,enhance,Sec24C
PMC4213565,VP40,transport,Sec24C
PMC4213565,VP40,alter,Sec24C
PMC4213565,VP40,mediate,Met
PMC4213565,VP40,interact,Sec24C
PMC4213565,VP40,transport,Sec24C
PMC4213565,VP40,phosphorylate,Tyr
PMC5011782,VP35,activate,IRF3
PMC5011782,VP35,inhibit,IRF3
PMC5011782,VP35,block,IRF3
PMC5011782,VP35,express,IRF3
PMC5011782,VP35,signal,IRF3
PMC5011782,VP35,express,IRF3
PMC5011782,VP35,translocate,IRF3
PMC5011782,VP35,translocate,IRF3
PMC6949903,GP,form,GP2
PMC6949903,GP,link,GP2
PMC6949903,GP,bind,NPC1
PMC6949903,GP,induce,NPC1
PMC6949903,GP,promote,Axl
PMC3561295,L,inhibit,TG
PMC3561295,L,induce,TG
PMC3561295,L,trigger,TG
PMC3561295,L,express,TG
PMC3561295,L,enhance,TG
PMC3561295,L,control,TG
PMC3561295,NP,induce,TG
PMC3561295,NP,induce,TG
PMC3561295,L,maintain,TG
PMC3561295,L,translate,TG
PMC3561295,L,enhance,TG
PMC3561295,L,express,TG
PMC3561295,L,respond,TG
PMC3561295,L,enhance,ATF4
PMC3561295,L,encode,ATF4
PMC3561295,L,translate,ATF4
PMC3561295,L,induce,TG
PMC3561295,L,express,TG
PMC7289892,VP35,activate,IRF3
PMC7289892,VP35,inhibit,IRF3
PMC7289892,VP35,phosphorylate,IRF3
PMC7289892,VP35,translocate,IRF3
PMC7289892,VP30,inhibit,MAP3K5
PMC7289892,VP30,express,MAP3K5
PMC7289892,VP30,inhibit,IFI6
PMC7289892,VP30,express,IFI6
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,inhibit,BTN3A3
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,inhibit,BTN3A3
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,express,BTN3A3
PMC7289892,GP,inhibit,IFITM3
PMC7289892,GP,express,IFITM3
PMC7289892,GP,encode,IFITM3
PMC7289892,GP,control,IFITM3
PMC7289892,GP,activate,IFITM3
PMC7289892,GP,inhibit,IFITM3
PMC7289892,GP,control,IFITM3
PMC7289892,GP,interfere,AKT3
PMC7289892,GP,interfere,AKT3
PMC7289892,GP,inhibit,ODC1
PMC7289892,GP,induce,ODC1
PMC7289892,GP,inhibit,AKT3
PMC7289892,GP,induce,AKT3
PMC7289892,GP,inhibit,FLT1
PMC7289892,GP,induce,FLT1
PMC7289892,GP,inhibit,ODC1
PMC7289892,GP,induce,ODC1
PMC7289892,GP,mediate,ODC1
PMC7289892,GP,activate,BST2
PMC7289892,GP,inhibit,BST2
PMC7289892,GP,control,BST2
PMC7289892,GP,activate,BST2
PMC7289892,GP,inhibit,BST2
PMC7289892,GP,control,BST2
PMC7289892,NP,inhibit,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,NP,inhibit,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,NP,inhibit,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,activate,CCDC92
PMC7289892,NP,prevent,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,activate,CCDC92
PMC7289892,NP,prevent,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,NP,form,CCDC92
PMC7289892,NP,aggregate,CCDC92
PMC7289892,NP,form,CCDC92
PMC7289892,NP,aggregate,CCDC92
PMC7289892,NP,signal,CCDC92
PMC7289892,NP,form,CCDC92
PMC7289892,NP,aggregate,CCDC92
PMC7289892,NP,signal,CCDC92
PMC7289892,VP30,suppress,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,suppress,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,suppress,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,suppress,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,bind,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,activate,CCDC92
PMC7289892,VP30,interact,CCDC92
PMC7289892,VP30,inhibit,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,interact,CCDC92
PMC7289892,VP30,inhibit,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,NP,interact,CCDC92
PMC7289892,NP,activate,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,VP30,express,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,VP40,express,CCDC92
PMC7289892,VP40,express,CCDC92
PMC7289892,VP40,interact,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,VP40,express,CCDC92
PMC7289892,VP40,interact,CCDC92
PMC7289892,VP40,express,CCDC92
PMC7289892,NP,express,CCDC92
PMC7289892,NP,express,BTN3A3
PMC7289892,VP30,express,CCDC92
PMC7289892,VP30,control,CCDC92
PMC7289892,VP30,express,BTN3A3
PMC7289892,VP30,control,BTN3A3
PMC7289892,VP40,interact,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,VP40,bind,CCDC92
PMC7289892,VP40,disrupt,CCDC92
PMC7289892,VP40,interact,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,VP40,interact,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,VP40,inhibit,CCDC92
PMC7289892,NP,interact,CCDC92
