Source,Relation,Target
ABL1,involved_in(Reactome),G1 Phase
ABL1,involved_in(Reactome),"Cell Cycle, Mitotic"
ABL1,involved_in(Reactome),RNA Polymerase II Transcription
ABL1,involved_in(Reactome),DNA Repair
ABL1,involved_in(Reactome),Gene expression (Transcription)
ABL1,involved_in(Reactome),Transcriptional regulation by RUNX2
ABL1,involved_in(Reactome),Transcriptional regulation by RUNX1
ABL1,involved_in(Reactome),RUNX1 regulates transcription of genes involved in differentiation of HSCs
ABL1,involved_in(Reactome),RUNX2 regulates osteoblast differentiation
ABL1,involved_in(Reactome),RUNX2 regulates bone development
ABL1,involved_in(Reactome),Cellular responses to stimuli
ABL1,involved_in(Reactome),Leishmania infection
ABL1,involved_in(Reactome),Parasite infection
ABL1,involved_in(Reactome),Leishmania phagocytosis
ABL1,involved_in(Reactome),FCGR3A-mediated phagocytosis
ABL1,involved_in(Reactome),Nervous system development
ABL1,involved_in(Reactome),"Signaling by Rho GTPases, Miro GTPases and RHOBTB3"
ABL1,involved_in(Reactome),Epigenetic regulation of gene expression by MLL3 and MLL4 complexes
ABL1,involved_in(Reactome),Parasitic Infection Pathways
ABL1,involved_in(Reactome),Factors involved in megakaryocyte development and platelet production
ABL1,involved_in(Reactome),MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis
ABL1,involved_in(Reactome),Epigenetic regulation of adipogenesis genes by MLL3 and MLL4 complexes
ABL1,involved_in(Reactome),Cellular responses to mechanical stimuli
ABL1,involved_in(Reactome),"Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells"
ABL1,involved_in(Reactome),Response of endothelial cells to shear stress
ABL1,involved_in(Reactome),Epigenetic regulation by WDR5-containing histone modifying complexes
ACE,involved_in(Reactome),Metabolism of Angiotensinogen to Angiotensins
ACE,involved_in(Reactome),Peptide hormone metabolism
ACE,involved_in(Reactome),Metabolism of proteins
ACE2,involved_in(Reactome),Disease
ACE2,involved_in(Reactome),Metabolism of Angiotensinogen to Angiotensins
ACE2,involved_in(Reactome),Peptide hormone metabolism
ACE2,involved_in(Reactome),Metabolism of proteins
ACE2,involved_in(Reactome),Infectious disease
ACE2,involved_in(Reactome),SARS-CoV-1 Infection
ACE2,involved_in(Reactome),Attachment and Entry
ACE2,involved_in(Reactome),Potential therapeutics for SARS
ACE2,involved_in(Reactome),SARS-CoV Infections
ACE2,involved_in(Reactome),SARS-CoV-2 Infection
ACE2,involved_in(Reactome),Induction of Cell-Cell Fusion
ACE2,involved_in(Reactome),Early SARS-CoV-2 Infection Events
ACE2,involved_in(Reactome),Late SARS-CoV-2 Infection Events
ACE2,involved_in(Reactome),Viral Infection Pathways
ACO2,involved_in(Reactome),Mitochondrial protein import
ACO2,involved_in(Reactome),Aerobic respiration and respiratory electron transport
ACO2,involved_in(Reactome),Metabolism
ACO2,involved_in(Reactome),Metabolism of proteins
ACO2,involved_in(Reactome),Citric acid cycle (TCA cycle)
ACO2,involved_in(Reactome),Protein localization
ACO2,involved_in(Reactome),Mitochondrial protein degradation
ACO2,involved_in(Reactome),Maturation of TCA enzymes and regulation of TCA cycle
ACTB,involved_in(Reactome),Hemostasis
ACTB,involved_in(Reactome),Developmental Biology
ACTB,involved_in(Reactome),Translocation of SLC2A4 (GLUT4) to the plasma membrane
ACTB,involved_in(Reactome),Extracellular matrix organization
ACTB,involved_in(Reactome),Cell-Cell communication
ACTB,involved_in(Reactome),Gap junction trafficking and regulation
